TrajectoryID,x,y,z
27,-0.01897313,1.576539,-0.2016615
27,-0.01755627,1.563123,-0.1892776
27,-0.01701027,1.560349,-0.1801209
27,-0.01769885,1.558081,-0.1716527
27,-0.01862669,1.556817,-0.1670562
27,-0.01955635,1.556529,-0.1603495
27,-0.01984069,1.557231,-0.1569717
27,-0.02058771,1.557964,-0.1496172
27,-0.02350138,1.553169,-0.1332993
27,-0.04458224,1.548645,-0.09923784
27,-0.08750375,1.537246,-0.04286326
27,-0.1510157,1.529403,0.03050715
27,-0.2090023,1.527589,0.08861633
27,-0.2435593,1.528754,0.125618
27,-0.2703028,1.524976,0.1631959
27,-0.2797648,1.520892,0.193678
27,-0.2752532,1.516518,0.2227659
27,-0.2630974,1.514639,0.2562097
27,-0.2459239,1.508077,0.2953945
27,-0.2329119,1.504764,0.3187759
27,-0.2224611,1.503763,0.3368185
27,-0.2142957,1.50175,0.3492506
27,-0.20968,1.500719,0.3562377
27,-0.2068895,1.500801,0.3593296
27,-0.2064784,1.50107,0.3594871
27,-0.2025542,1.504127,0.3579844
27,-0.1946825,1.508455,0.3538155
27,-0.189509,1.51078,0.3500809
27,-0.1890143,1.510973,0.3494636
27,-0.1898405,1.510067,0.3454102
27,-0.19019,1.511713,0.3377981
27,-0.1891788,1.513417,0.3298672
27,-0.1838239,1.514545,0.3243632
27,-0.1813511,1.514576,0.3238395
27,-0.1743666,1.513036,0.3253569
27,-0.1638011,1.512527,0.3282331
27,-0.1497834,1.511948,0.3312442
27,-0.1345482,1.510835,0.3347359
27,-0.1145132,1.507794,0.3442997
27,-0.09696049,1.504699,0.3535247
27,-0.08455809,1.503686,0.3598745
27,-0.08203601,1.502675,0.3619465
27,-0.08067115,1.501005,0.3626843
27,-0.08048783,1.500914,0.3627544
27,-0.0803595,1.500936,0.3627625
27,-0.0797069,1.502105,0.3624182
27,-0.07831409,1.502906,0.361565
27,-0.07650699,1.50281,0.3613257
27,-0.07474814,1.502541,0.3622785
27,-0.07211586,1.499193,0.3648223
27,-0.0690766,1.496873,0.3695825
27,-0.06920153,1.494015,0.3756422
27,-0.06993425,1.492689,0.3817997
27,-0.06774602,1.491139,0.3878467
27,-0.06372266,1.490083,0.3931035
27,-0.06149587,1.489239,0.3968822
27,-0.06150933,1.489202,0.3970094
27,-0.0616524,1.489173,0.397262
27,-0.0655121,1.490249,0.398466
27,-0.07242254,1.490055,0.3998927
27,-0.08008916,1.488193,0.4012803
27,-0.08458648,1.487226,0.4016629
27,-0.08591781,1.487249,0.4015353
27,-0.08703166,1.487348,0.4008809
27,-0.08783548,1.48756,0.3997321
27,-0.08706972,1.488495,0.3963097
27,-0.08529487,1.491847,0.3914552
27,-0.0834888,1.497025,0.3844749
27,-0.07950691,1.50152,0.3758175
27,-0.07584845,1.504333,0.3684095
27,-0.07305565,1.504791,0.3649575
27,-0.06787726,1.501461,0.3606861
27,-0.06346905,1.49984,0.3511721
27,-0.06383405,1.504141,0.3281949
27,-0.07257622,1.513787,0.2934951
27,-0.09032691,1.519268,0.2502406
27,-0.1196511,1.522534,0.1955575
27,-0.1606033,1.524724,0.1306829
27,-0.1993687,1.527933,0.05954232
27,-0.2078542,1.535898,0.009617345
27,-0.2028375,1.536079,-0.02321072
27,-0.1812783,1.534856,-0.04545191
27,-0.1489756,1.540227,-0.05790076
27,-0.1139505,1.543515,-0.06921442
27,-0.0780963,1.542904,-0.08256875
27,-0.06432088,1.543267,-0.09556647
27,-0.06444541,1.543532,-0.09863551
27,-0.06577944,1.543933,-0.1009916
27,-0.07133261,1.543612,-0.1035829
27,-0.08779273,1.540318,-0.101148
27,-0.1025296,1.537069,-0.09309289
27,-0.114923,1.534136,-0.08002871
27,-0.1168442,1.534368,-0.07386878
27,-0.1156966,1.535729,-0.06899665
27,-0.1040259,1.539873,-0.05940891
27,-0.09113094,1.53944,-0.05825441
27,-0.07766701,1.5438,-0.06341176
27,-0.06302101,1.562222,-0.07107435
27,-0.04513876,1.57123,-0.0786493
27,-0.02945334,1.570073,-0.07835461
27,-0.02643641,1.566107,-0.07610025
27,-0.03369962,1.568226,-0.08817825
27,-0.04979828,1.575059,-0.1145863
