TrajectoryID,x,y,z
2,-0.5309202,1.565121,-0.582189
2,-0.523154,1.565824,-0.5801626
2,-0.5210294,1.566516,-0.5769722
2,-0.5207518,1.567409,-0.5619799
2,-0.5319337,1.56714,-0.548709
2,-0.5819077,1.603916,-0.5365613
2,-0.6162034,1.611479,-0.5338414
2,-0.6174482,1.608862,-0.5312898
2,-0.5773385,1.57302,-0.4988907
2,-0.2202581,1.575933,-0.5628297
2,1.18012,1.579712,-0.08322778
2,1.338924,1.592659,-0.2892494
2,1.317248,1.592301,-0.3551258
2,1.247452,1.610543,-0.4275574
2,1.647661,1.527639,-0.08458779
2,1.543541,1.532812,-0.1045553
2,1.911972,1.509083,0.1346052
2,1.826426,1.512186,0.1207273
2,1.99637,1.491816,0.1331553
2,1.995519,1.494998,0.12815
2,1.993603,1.495474,0.1276281
2,1.989544,1.495145,0.1285686
2,1.98928,1.495333,0.1289493
2,1.98872,1.494805,0.1315818
2,1.98813,1.493961,0.1326502
2,1.988065,1.493873,0.1325707
2,1.988038,1.49388,0.132581
2,1.988038,1.49371,0.1325787
2,1.988006,1.49369,0.1325495
2,1.988003,1.49354,0.1323265
2,1.987292,1.493481,0.1309761
2,1.978905,1.499182,0.1282763
2,1.97824,1.499944,0.1246682
2,1.985909,1.502813,0.1157588
2,1.897196,1.50466,0.1606422
2,1.898003,1.505229,0.1763913
2,1.893822,1.50853,0.1819073
2,1.907947,1.510674,0.1678402
2,1.902495,1.511971,0.1564912
2,1.902787,1.516448,0.1416577
2,1.908369,1.518415,0.1319652
2,1.911069,1.517003,0.1306529
2,1.911181,1.517083,0.1305407
2,1.910704,1.517863,0.1292481
2,1.90954,1.518122,0.128485
2,1.885931,1.507559,0.1373729
2,1.891676,1.510154,0.1366578
2,1.912603,1.512635,0.1208954
2,1.912392,1.512568,0.1196584
2,1.912313,1.512651,0.1195243
2,1.912331,1.512775,0.1193648
2,1.912298,1.512821,0.1191969
2,1.912256,1.51284,0.1191718
2,1.912262,1.512846,0.1188014
2,1.912192,1.51286,0.118719
2,1.912171,1.512868,0.118623
2,1.912268,1.512951,0.1184637
2,1.912266,1.512891,0.1184288
2,1.912232,1.512895,0.1184388
2,1.912189,1.512928,0.118435
2,1.912191,1.512923,0.1184544
2,1.912132,1.512903,0.1184522
2,1.912154,1.512881,0.1184621
2,1.912166,1.512844,0.1183735
2,1.912167,1.512821,0.1183613
2,1.912296,1.512723,0.1182061
2,1.912386,1.512684,0.118173
2,1.912427,1.512679,0.1181069
2,1.912692,1.512563,0.1181244
2,1.912901,1.512572,0.1180877
2,1.902609,1.51204,0.1307899
2,1.902851,1.512051,0.1307111
2,1.902862,1.512143,0.1306912
2,1.903006,1.512265,0.1308649
2,1.903019,1.512249,0.1308215
2,1.903019,1.512225,0.1308305
2,1.90304,1.512195,0.1309452
2,1.902965,1.512159,0.131089
2,1.90291,1.512092,0.1310724
2,1.902889,1.512039,0.131095
2,1.902985,1.511955,0.1312017
2,1.903073,1.511952,0.1313028
2,1.90316,1.511908,0.131363
2,1.90318,1.511904,0.1314148
2,1.903167,1.511892,0.1314949
2,1.903194,1.511904,0.1315493
2,1.903269,1.51182,0.1317243
2,1.90329,1.51174,0.1317853
2,1.903305,1.511724,0.1318665
2,1.903344,1.511655,0.1319344
2,1.903407,1.511667,0.1319548
2,1.903462,1.511579,0.1319492
2,1.903492,1.511612,0.1319469
2,1.903586,1.511556,0.1319905
2,1.903621,1.511579,0.132037
2,1.903673,1.511578,0.1320212
2,1.90396,1.511592,0.1322019
2,1.904001,1.511557,0.1322357
2,1.904143,1.51153,0.1321417
2,1.904398,1.511399,0.1322206
2,1.90448,1.511335,0.132337
2,1.904623,1.511357,0.1323611
2,1.905096,1.511185,0.132514
2,1.905504,1.511164,0.1325201
2,1.905889,1.511227,0.1327193
2,1.906018,1.511179,0.1327444
2,1.906076,1.511217,0.1327389
2,1.906165,1.511158,0.1327846
2,1.90655,1.511087,0.1326791
2,1.908006,1.511476,0.1327654
2,1.884699,1.517559,0.1504992
2,1.356743,1.604819,-0.264987
2,0.7628605,1.614199,-0.2486652
2,0.6881163,1.561969,-0.1439714
2,-0.9266726,1.557428,0.1746785
2,-0.9074627,1.562858,0.1830679
2,-0.9052265,1.56337,0.1864499
2,-0.9045835,1.564393,0.1899473
2,-0.8630792,1.55626,0.2069462
2,-0.8514781,1.488532,0.2154153
2,-0.8550981,1.48455,0.2164022
2,-0.9797431,1.539451,0.2292127
2,-1.107276,1.545116,0.2640458
2,-1.201397,1.518947,0.3641224
2,-0.866959,1.567613,0.1402483
2,-0.8724403,1.566572,0.1333956
2,-0.8815457,1.566578,0.1288683
2,-0.9368413,1.56627,0.1395054
2,-0.9322929,1.565753,0.1620879
2,-0.6723006,1.576985,0.1633373
2,-0.7544852,1.589979,0.1335054
2,1.97884,1.480997,0.1676172
2,-0.761804,1.579713,0.1413555
2,-0.583437,1.584121,0.1442045
2,-0.5813975,1.583959,0.1292077
2,-0.5835112,1.582653,0.1274035
2,-0.6077047,1.57345,0.1292419
2,-0.6081228,1.573425,0.1314502
2,-0.6020492,1.572782,0.1387551
2,-0.5993746,1.573775,0.1398819
2,-0.5942097,1.577754,0.1381581
2,-0.5660114,1.580375,0.1241563
2,-0.5655972,1.581958,0.1223571
2,-0.5664929,1.583191,0.1206789
2,-0.5759394,1.583363,0.1150956
2,-0.5766913,1.583945,0.1128381
2,-0.5758699,1.585097,0.1102667
2,-0.5763767,1.585436,0.1094933
2,-0.5785238,1.584779,0.1087749
2,-0.5787562,1.584846,0.1089107
2,-0.5803485,1.584905,0.1084019
2,-0.5810177,1.585016,0.1075799
2,-0.5812625,1.58526,0.1063122
2,-0.5818548,1.585199,0.1053754
2,-0.5820084,1.585679,0.1048906
2,-0.5819623,1.585759,0.1048385
2,-0.5819595,1.585788,0.1047749
2,-0.5819883,1.585806,0.1047622
2,-0.5820028,1.585821,0.1046822
2,-0.5821137,1.585783,0.1046753
2,-0.582207,1.585798,0.1047144
2,-0.5822604,1.585789,0.1046571
2,-0.5823137,1.585798,0.104659
2,-0.5824379,1.585769,0.1046296
2,-0.5825406,1.585801,0.1046174
2,-0.5826129,1.585729,0.1046243
2,-0.5826547,1.585729,0.1046277
2,-0.5827675,1.585649,0.1045323
2,-0.5827723,1.585656,0.1045336
2,-0.5827566,1.585753,0.104406
2,-0.5826832,1.585894,0.1043323
2,-0.5826128,1.585885,0.1042893
2,-0.5825589,1.585893,0.1042991
2,-0.5825686,1.585935,0.1043038
2,-0.5825248,1.585946,0.1042833
2,-0.5825376,1.585954,0.1042985
2,-0.5825707,1.585985,0.1042978
2,-0.5825872,1.585986,0.104298
2,-0.5826058,1.585985,0.1043235
2,-0.5826082,1.586049,0.1043968
2,-0.5826219,1.586027,0.1043961
2,-0.5827295,1.586013,0.10438
2,-0.5827838,1.585979,0.1043738
2,-0.5828973,1.585967,0.1043543
2,-0.5829297,1.585929,0.1043549
2,-0.5830461,1.585933,0.1043815
2,-0.5832434,1.585842,0.1044297
2,-0.5833014,1.585842,0.1044115
2,-0.5833721,1.585879,0.1043245
2,-0.5834376,1.585967,0.1043611
2,-0.5834351,1.586026,0.1044484
2,-0.5833725,1.58595,0.104603
2,-0.5833904,1.585885,0.1046225
2,-0.5834095,1.585894,0.104788
2,-0.5834365,1.585844,0.104908
2,-0.583394,1.585821,0.105193
2,-0.5836223,1.585813,0.1058624
2,-0.5835841,1.585824,0.1058947
2,-0.5835355,1.585699,0.1060226
2,-0.5834878,1.585674,0.1060131
2,-0.5833973,1.585672,0.1061096
2,-0.5820589,1.586066,0.1062078
2,-0.5819752,1.585995,0.1062312
2,-0.5819266,1.585989,0.1062401
2,-0.5819259,1.585973,0.1062289
