TrajectoryID,x,y,z
8,0.06025484,1.618043,-0.2074582
8,0.04657871,1.576181,-0.1776667
8,-0.02774064,1.520564,-0.1398225
8,-0.0244261,1.517293,-0.1425708
8,-0.01346992,1.514027,-0.1478119
8,0.05807894,1.498942,-0.1297621
8,-0.211289,1.478211,0.0284676
8,-0.102668,1.594579,-0.01454814
8,0.08518159,1.617626,-0.1256052
8,0.04303014,1.51756,-0.0746318
8,-0.2042127,1.448494,0.08264573
8,-0.2623966,1.213288,0.1530582
8,-0.2316232,0.9241733,0.1387043
8,-0.2040262,0.8915267,0.1165958
8,-0.1965706,0.8691404,0.1129253
8,-0.1956973,0.86827,0.1142813
8,-0.1911127,0.9076675,0.1204982
8,-0.1899979,0.9111843,0.1176531
8,-0.1875355,0.912514,0.1152205
8,-0.1477512,0.8881887,0.08983913
8,-0.1462506,0.8894444,0.08883078
8,-0.1454299,0.8940762,0.09080603
8,-0.1308991,0.8795974,0.1156792
8,-0.1262558,0.8781689,0.1166763
8,-0.1039147,0.888,0.1262977
8,-0.0850725,0.8873026,0.134299
8,-0.08484767,0.8823761,0.1387312
8,-0.08807348,0.8777436,0.1447806
8,-0.08905275,0.8785718,0.1472006
8,-0.1061776,0.8697559,0.1624267
8,-0.1019073,0.8571059,0.1799301
8,-0.09443236,0.8523619,0.1885384
8,-0.0942711,0.8519188,0.1883288
8,-0.08722764,0.8586413,0.1791715
8,-0.08694287,0.8625281,0.1765361
8,-0.08784721,0.8646365,0.1740565
8,-0.0895079,0.8652088,0.172635
8,-0.0910602,0.8647537,0.1723381
8,-0.09375246,0.862336,0.1731368
8,-0.0950473,0.8625284,0.1733036
8,-0.0954098,0.8625743,0.1735492
8,-0.09192152,0.8589695,0.1768508
8,-0.09193756,0.8590413,0.1767808
8,-0.09180763,0.8590679,0.1766942
8,-0.09167244,0.859126,0.1767314
8,-0.08969888,0.8576629,0.1781207
8,-0.08911243,0.857571,0.1782432
8,-0.08848639,0.8576624,0.1780541
8,-0.08817937,0.8580514,0.177571
8,-0.08940179,0.8596729,0.1709501
8,-0.08933564,0.8585525,0.1685623
8,-0.08925001,0.8586733,0.1676213
8,-0.08936725,0.8584833,0.1667583
