TrajectoryID,x,y,z
13,0.3974991,1.616841,-0.275087
13,0.3990618,1.616518,-0.2716396
13,0.4002182,1.616215,-0.2689824
13,0.4014319,1.615737,-0.2657903
13,0.4022387,1.614701,-0.2630651
13,0.4031131,1.612485,-0.2593462
13,0.4043324,1.609531,-0.2550992
13,0.4058977,1.605858,-0.250543
13,0.4077882,1.601383,-0.2458377
13,0.410754,1.595368,-0.2407156
13,0.4144584,1.588799,-0.236027
13,0.4183203,1.582558,-0.2311453
13,0.4214605,1.575545,-0.2276458
13,0.423682,1.569336,-0.2240597
13,0.4263908,1.56097,-0.2186331
13,0.4294335,1.550552,-0.2132281
13,0.4326604,1.541319,-0.2086198
13,0.4367281,1.535716,-0.2030021
13,0.4401215,1.533182,-0.1995143
13,0.4432589,1.532083,-0.1968952
13,0.446369,1.531059,-0.194659
13,0.4496166,1.529478,-0.1934851
13,0.4531431,1.527957,-0.193597
13,0.4553226,1.526385,-0.1943078
13,0.4562559,1.525144,-0.1951907
13,0.4564114,1.524755,-0.195427
13,0.4562609,1.524312,-0.1956881
13,0.4544413,1.523281,-0.1953539
13,0.4512003,1.521971,-0.1934975
13,0.4464141,1.520024,-0.1901164
13,0.4392946,1.517295,-0.1837101
13,0.4326424,1.514218,-0.1762171
13,0.4253505,1.509824,-0.1661246
13,0.4184978,1.50432,-0.1537447
13,0.4141312,1.498464,-0.13779
13,0.4135084,1.498098,-0.1166103
13,0.4170297,1.497013,-0.08854876
13,0.4241301,1.489475,-0.05792057
13,0.4382547,1.476913,-0.01815226
13,0.4555332,1.468611,0.0199953
13,0.4774694,1.463439,0.06284116
13,0.4992616,1.458236,0.1035995
13,0.5146678,1.456702,0.1340845
13,0.5238128,1.45651,0.1599407
13,0.5309864,1.45655,0.1811498
13,0.5377744,1.457505,0.1965997
13,0.5406835,1.459098,0.2022075
13,0.5405297,1.460599,0.2043969
13,0.5372153,1.463919,0.2072326
13,0.5278477,1.47274,0.2085505
13,0.5151065,1.493723,0.2083164
13,0.5021572,1.519948,0.2048205
13,0.4847472,1.556355,0.1899097
13,0.470608,1.58394,0.1673774
13,0.4581646,1.603533,0.139994
13,0.4493249,1.610628,0.1189722
13,0.4411995,1.615148,0.1011555
13,0.4316882,1.617543,0.08468981
13,0.4246688,1.617068,0.07538994
13,0.4184799,1.616648,0.06852786
13,0.4124184,1.614537,0.06405453
13,0.406899,1.611469,0.06186954
13,0.4025605,1.606841,0.06143238
13,0.3997905,1.603784,0.06309868
13,0.3989978,1.602236,0.06771848
13,0.4006293,1.599711,0.07536298
13,0.4048362,1.594714,0.08700767
13,0.4119927,1.576566,0.1070515
13,0.4183634,1.546127,0.1266157
13,0.4275424,1.495239,0.1532268
13,0.4405574,1.411001,0.1866086
13,0.4524737,1.331361,0.2081029
13,0.4653994,1.243347,0.2315347
13,0.4728876,1.177643,0.2472849
13,0.4762688,1.10512,0.2608612
13,0.4754903,1.053439,0.2686046
13,0.4730904,1.007424,0.2729023
13,0.4704724,0.968749,0.2730852
13,0.4675139,0.9340175,0.2724705
13,0.4666927,0.9102106,0.2709121
13,0.4683428,0.8970975,0.2684181
