TrajectoryID,x,y,z
4,-0.8722633,1.542616,-0.2421034
4,-0.8738645,1.53875,-0.2156176
4,-0.8846956,1.543058,-0.1915966
4,-0.8853076,1.54142,-0.1750357
4,-0.8776158,1.536168,-0.1588016
4,-0.171333,1.520108,-0.1669997
4,0.1889396,1.547234,-0.02639067
4,0.3715196,1.545432,-0.1514979
4,0.4007903,1.563131,-0.2161978
4,0.3860815,1.553484,-0.421675
4,0.6715603,1.507337,-0.3129886
4,0.9430501,1.476292,-0.01176616
4,1.060077,1.153544,0.1534911
4,1.144849,0.8465403,0.1232426
4,1.149176,0.8463032,0.112498
4,1.169201,0.8906115,0.08081821
4,1.169389,0.8899246,0.07259835
4,1.154583,0.8549992,0.03298665
4,1.155479,0.8568664,0.0308412
4,1.085071,0.8781446,0.05851233
4,1.066869,0.8764419,0.09148136
4,1.00544,0.8866171,0.137099
4,1.013037,0.8864326,0.1465617
4,1.020256,0.8811969,0.1537575
4,1.021567,0.879999,0.1537346
4,1.02216,0.8796123,0.1532733
4,1.026077,0.8800428,0.1522356
4,1.026298,0.8799931,0.1524543
4,1.022823,0.8767102,0.1567034
4,1.021545,0.8732549,0.1574294
4,1.02845,0.8792475,0.1366952
4,1.034021,0.8807353,0.1318972
4,1.02585,0.876006,0.1402881
4,1.026898,0.879353,0.1359125
4,1.02734,0.8798492,0.1358447
4,1.073156,0.8620729,0.1250042
4,1.092415,0.864159,0.1184352
4,1.08406,0.8623513,0.1267735
4,1.076712,0.8637778,0.1305251
4,1.076377,0.8645054,0.1307151
4,1.067256,0.8641409,0.1319935
4,1.055559,0.8663671,0.1275089
4,1.055553,0.8663397,0.1274424
4,1.05712,0.8647953,0.1277048
4,1.058989,0.8642181,0.1283015
4,1.059182,0.8642889,0.1285322
4,1.059186,0.8643309,0.1286371
4,1.058401,0.8643911,0.1293341
4,1.056615,0.8650987,0.1298777
4,1.054641,0.866625,0.1295387
4,1.049335,0.8734293,0.1204205
4,1.045953,0.8739078,0.1184795
4,1.045075,0.8735052,0.1184459
4,1.044123,0.8716347,0.1188042
4,1.044073,0.8704255,0.119176
4,1.04414,0.869767,0.1204836
4,1.039586,0.8664728,0.1273254
4,1.04093,0.8649665,0.1302146
4,1.042289,0.864393,0.1311349
4,1.042809,0.8643819,0.131178
4,1.045221,0.8646186,0.1297396
4,1.048016,0.8675334,0.1264818
4,1.047955,0.8677862,0.1264525
4,1.04768,0.8681544,0.1262979
4,1.047582,0.8691242,0.1261589
4,1.047589,0.8705462,0.1266895
4,1.047469,0.8705505,0.1271234
4,1.047359,0.8697165,0.1280452
4,1.047464,0.8695892,0.1283492
4,1.047373,0.8693312,0.1287012
4,1.045295,0.8700751,0.1313412
4,1.045328,0.8696227,0.1325582
4,1.0466,0.8682272,0.1343497
4,1.049211,0.8667687,0.1355021
4,1.058818,0.8660736,0.1342267
4,1.063297,0.8634878,0.1361583
4,1.074922,0.8627313,0.1339328
4,1.09186,0.8625231,0.122099
4,1.095702,0.8611551,0.1234261
4,1.078099,0.9550955,0.04115195
4,1.054109,0.9880108,-0.06960391
4,1.019571,0.9883658,-0.06853314
4,1.018782,0.9873497,-0.06670188
4,1.020638,0.9858108,-0.07218432
4,1.131561,0.8611685,0.1102749
4,1.181394,0.8496532,0.1176061
4,1.182108,0.8510443,0.1176873
4,1.182056,0.8512568,0.117555
4,1.17748,0.8511779,0.1164651
4,1.172543,0.853397,0.1155996
4,1.170506,0.8558292,0.1126645
4,1.163473,0.8577197,0.1148372
4,1.160652,0.8595978,0.1146011
4,1.160498,0.8600243,0.1144701
4,1.160554,0.8601583,0.1144251
4,1.167642,0.8552532,0.1182175
4,1.170788,0.8533703,0.118559
4,1.170981,0.8533508,0.1183698
4,1.170975,0.8534248,0.1182242
4,1.170897,0.8535099,0.1181104
4,1.17089,0.8534381,0.117604
4,1.170853,0.8532932,0.1174674
4,1.170836,0.8532299,0.1172748
4,1.165027,0.8546567,0.1147965
4,1.164929,0.8547232,0.1146916
4,1.164924,0.8548864,0.1146508
4,1.164877,0.8549716,0.1145847
4,1.165967,0.8549259,0.1152944
4,1.167106,0.853876,0.118727
4,1.16585,0.8535533,0.1206579
4,1.16209,0.8537577,0.1229381
4,1.162119,0.8537453,0.1230816
4,1.162161,0.8536057,0.1230703
4,1.162243,0.8535293,0.1230504
4,1.162344,0.8534946,0.1229447
4,1.162488,0.853469,0.1229063
4,1.162605,0.8535718,0.122859
4,1.162574,0.8536022,0.1227907
4,1.162558,0.853634,0.1227929
4,1.162222,0.8535709,0.1227929
4,1.161547,0.8537484,0.1229898
4,1.161347,0.8537433,0.1231667
4,1.161262,0.8537139,0.1231889
4,1.159693,0.8544761,0.1243647
4,1.158469,0.8548976,0.1253383
4,1.154836,0.8531697,0.1328164
4,1.104276,0.8516234,0.142122
4,1.103589,0.8499686,0.1451502
4,1.103654,0.8500545,0.1453759
4,1.103661,0.8510141,0.145888
4,1.099041,0.8604255,0.1409591
4,1.121922,0.859615,0.1277178
4,1.147955,0.8557098,0.1145591
4,1.148661,0.8559024,0.1148966
4,1.151436,0.852968,0.1162967
4,1.151489,0.8530211,0.1161832
4,1.151501,0.8530931,0.1161144
4,1.150577,0.853766,0.1157511
4,1.150023,0.853953,0.1157892
4,1.149975,0.8538706,0.1157663
4,1.149984,0.8538554,0.115692
4,1.14993,0.853886,0.1156712
4,1.149843,0.8538702,0.1156961
4,1.149756,0.8537636,0.1156341
4,1.149673,0.8530749,0.1156532
4,1.149535,0.853228,0.1156812
4,1.149483,0.8531934,0.1155814
4,1.14946,0.8532283,0.115542
4,1.149399,0.8531953,0.1154767
4,1.149374,0.8532072,0.115437
4,1.149325,0.8532112,0.1154056
4,1.149255,0.8532134,0.1153978
4,1.149291,0.8531846,0.1154772
4,1.149288,0.8531607,0.1156265
4,1.14934,0.8530486,0.1157614
4,1.149404,0.8528769,0.1158269
4,1.149876,0.8524392,0.1163346
4,1.150107,0.8523223,0.1163337
4,1.150751,0.8517643,0.1168718
4,1.150725,0.8516518,0.1170143
4,1.15071,0.8516783,0.117397
4,1.148382,0.8463899,0.1194199
4,1.147906,0.8455089,0.1211192
4,1.148051,0.8456702,0.1213897
4,1.148037,0.8457541,0.1214728
4,1.147947,0.8459059,0.1215231
4,1.147876,0.8459618,0.1214701
4,1.147725,0.8460215,0.1214452
4,1.147669,0.8460014,0.1214699
4,1.147724,0.8460997,0.1215521
4,1.147705,0.8461726,0.1215497
4,1.14773,0.8462285,0.1215172
4,1.147727,0.8463171,0.1215174
4,1.14777,0.8463784,0.1214974
4,1.147848,0.8464966,0.1215322
4,1.147983,0.846599,0.1215077
4,1.147999,0.8467718,0.1215529
4,1.148131,0.8469472,0.1216178
4,1.148184,0.8471048,0.1216132
4,1.148133,0.8471299,0.1216014
4,1.148062,0.8471746,0.121657
4,1.148007,0.8472736,0.1217235
4,1.147971,0.8473059,0.1217949
4,1.147899,0.8473875,0.1218617
4,1.1477,0.847385,0.1218451
4,1.147387,0.8474411,0.1222122
4,1.147399,0.8471569,0.1225448
4,1.146945,0.8461874,0.127024
4,1.146897,0.8461473,0.1272685
4,1.14665,0.8458757,0.1276941
4,1.146509,0.8457699,0.1276999
4,1.14636,0.845751,0.1275887
4,1.146334,0.8458724,0.127504
4,1.146269,0.8459891,0.127578
4,1.146092,0.8460944,0.1274773
4,1.145954,0.8460981,0.1273778
4,1.145885,0.8461121,0.1274216
4,1.145879,0.8461559,0.1274473
4,1.145895,0.8461857,0.127505
4,1.145803,0.846212,0.1275753
4,1.145803,0.8462112,0.1276207
4,1.145854,0.8461875,0.1276606
4,1.145826,0.8461709,0.127715
4,1.145742,0.8461145,0.127713
4,1.145724,0.8460463,0.1277071
4,1.145399,0.8460392,0.1276063
4,1.145209,0.8461649,0.1276047
4,1.145492,0.8463475,0.1276387
4,1.145568,0.8465034,0.1275819
4,1.145637,0.846526,0.1275595
4,1.145666,0.8465853,0.1274768
4,1.145715,0.8465778,0.1274047
4,1.145853,0.8465985,0.1273578
4,1.145965,0.8466467,0.1273782
4,1.146113,0.8466473,0.1273641
4,1.146182,0.8466263,0.1273042
4,1.14642,0.8465635,0.1274049
4,1.146512,0.8465992,0.1274915
4,1.146743,0.8466291,0.1275233
4,1.146865,0.8466146,0.1273952
4,1.147487,0.8464614,0.1274044
4,1.147586,0.8463489,0.1273424
4,1.14787,0.8463064,0.1274434
4,1.147961,0.846391,0.1274818
4,1.148116,0.8463918,0.1276508
4,1.14816,0.8464339,0.1277031
4,1.148151,0.8464001,0.1277204
4,1.148131,0.846414,0.127792
4,1.148141,0.8464383,0.1278627
4,1.14808,0.8463159,0.1279278
4,1.148015,0.8462526,0.1280175
4,1.148044,0.8461897,0.128163
4,1.148002,0.8460692,0.1282274
4,1.148065,0.8458651,0.1283828
4,1.148076,0.8458674,0.1284421
4,1.148077,0.8459669,0.1284702
4,1.148193,0.8459818,0.1284612
4,1.148275,0.8460864,0.128325
4,1.147727,0.8467821,0.1281448
4,1.147555,0.8467474,0.1281497
4,1.147558,0.8467936,0.1281242
4,1.147604,0.8467171,0.1280725
4,1.147613,0.8467063,0.1280124
4,1.14758,0.846658,0.1280198
4,1.147494,0.8466743,0.1280174
4,1.14747,0.846701,0.1280353
4,1.147189,0.8466089,0.1279439
4,1.14701,0.8465306,0.1279655
4,1.145581,0.8472809,0.1277961
4,1.145375,0.8473083,0.1275741
4,1.145217,0.8473945,0.1275265
4,1.145179,0.847396,0.12762
4,1.145096,0.8473409,0.1276489
4,1.144979,0.8473574,0.1276307
4,1.144891,0.8473926,0.1276519
4,1.144707,0.8474297,0.1278803
4,1.144629,0.8473483,0.1278865
4,1.144433,0.8473686,0.1279223
4,1.144361,0.8473326,0.1279941
4,1.144297,0.8469844,0.1285911
4,1.144305,0.8470165,0.1286969
4,1.144251,0.8469,0.1288215
