TrajectoryID,x,y,z
6,-0.07645404,1.528432,-0.1242666
6,-0.08469357,1.530335,-0.1178007
6,-0.08536338,1.530728,-0.1155792
6,-0.08497002,1.530767,-0.1150303
6,-0.0820092,1.531143,-0.116009
6,-0.06909678,1.531253,-0.1233436
6,-0.05359001,1.532462,-0.132323
6,-0.03958302,1.533605,-0.1427489
6,-0.02738271,1.532675,-0.1554211
6,-0.01771612,1.531747,-0.1670172
6,-0.008401517,1.529787,-0.1746457
6,0.002009215,1.524527,-0.1789586
6,0.01259575,1.51343,-0.1824284
6,0.02357684,1.503864,-0.1854897
6,0.03132235,1.500615,-0.1866678
6,0.03261812,1.499768,-0.1864261
6,0.03445012,1.497701,-0.1844792
6,0.03519174,1.495933,-0.1711978
6,0.02792846,1.493244,-0.1466929
6,0.01623959,1.492656,-0.1257292
6,0.00430792,1.492924,-0.1116622
6,-0.006553849,1.495527,-0.1016081
6,-0.02282221,1.496534,-0.0924076
6,-0.0438458,1.49672,-0.08030782
6,-0.05843854,1.493729,-0.06414895
6,-0.06103828,1.49268,-0.05586252
6,-0.0599995,1.49122,-0.04859964
6,-0.04406288,1.489218,-0.03395216
6,-0.00768966,1.482065,-0.01945802
6,0.04797304,1.474367,-0.007316308
6,0.1196791,1.455568,0.01656186
6,0.1794186,1.408712,0.04467665
6,0.2184971,1.343646,0.07849598
6,0.2274117,1.256635,0.1067891
6,0.2231955,1.16097,0.1318649
6,0.2211412,1.090841,0.1452617
6,0.2233242,1.023533,0.1451444
6,0.2221546,0.9826075,0.1321302
6,0.2208842,0.9452963,0.1133588
6,0.2228288,0.9096112,0.1010967
6,0.2208686,0.8902242,0.09168838
6,0.2124226,0.8891443,0.08438684
6,0.2047389,0.8893344,0.08043961
6,0.2037693,0.8892969,0.07950596
6,0.2032149,0.8891989,0.07787982
6,0.20987,0.8883221,0.06598555
6,0.2213958,0.8840415,0.05325804
6,0.2245388,0.8819181,0.04809085
6,0.2245018,0.8818861,0.04759568
6,0.2243756,0.8818326,0.04737213
6,0.2240302,0.8819002,0.04717845
6,0.2207144,0.8841483,0.04771111
6,0.2187818,0.8844572,0.04831995
6,0.2162807,0.8831559,0.04807584
